id,path,filename,extension,size
837,ROM/0453/Donkey Kong (J).fds,Donkey Kong (J).fds,fds,65516
838,ROM/0453/Donkey Kong (W) [!].nes,Donkey Kong (W) [!].nes,nes,24592
839,ROM/0454/Famicom Grand Prix II (J).fds,Famicom Grand Prix II (J).fds,fds,131016
840,ROM/0455/Kamen Rider Black (J).fds,Kamen Rider Black (J).fds,fds,131016
841,ROM/0456/Moero!! Pro Tennis (J) [!].nes,Moero!! Pro Tennis (J) [!].nes,nes,262160
842,ROM/0456/Racket Attack (E) [!].nes,Racket Attack (E) [!].nes,nes,393232
843,ROM/0456/Racket Attack (U) [!].nes,Racket Attack (U) [!].nes,nes,393232
844,ROM/0457/Ikari II (J).nes,Ikari II (J).nes,nes,262160
845,ROM/0457/Ikari Warriors II (U) [!].nes,Ikari Warriors II (U) [!].nes,nes,262160
846,ROM/0458/Fuuun Shourinken - Ankoku no Maou (J).fds,Fuuun Shourinken - Ankoku no Maou (J).fds,fds,131016
847,ROM/0459/Bio Miracle Bokutte Upa (J) [!].nes,Bio Miracle Bokutte Upa (J) [!].nes,nes,262160
848,ROM/0459/Bio Miracle Bokutte Upa (J).fds,Bio Miracle Bokutte Upa (J).fds,fds,131016
849,ROM/0460/Famicom Tantei Club (J).fds,Famicom Tantei Club (J).fds,fds,262016
850,ROM/0461/Elysion (J) [!].nes,Elysion (J) [!].nes,nes,262160
851,ROM/0462/Captain Tsubasa (J) [!].nes,Captain Tsubasa (J) [!].nes,nes,262160
852,ROM/0462/Tecmo Cup - Football Game (E) [!].nes,Tecmo Cup - Football Game (E) [!].nes,nes,262160
853,ROM/0462/Tecmo Cup - Soccer Game (S).nes,Tecmo Cup - Soccer Game (S).nes,nes,262160
854,ROM/0462/Tecmo Cup - Soccer Game (U) [!].nes,Tecmo Cup - Soccer Game (U) [!].nes,nes,262160
855,ROM/0463/Desert Commander (U) [!].nes,Desert Commander (U) [!].nes,nes,262160
856,ROM/0463/Sabaku no Kitsune (J) [!].nes,Sabaku no Kitsune (J) [!].nes,nes,262160
857,ROM/0464/Akai Yousai (J).fds,Akai Yousai (J).fds,fds,131016
858,ROM/0464/Jackal (U) [!].nes,Jackal (U) [!].nes,nes,131088
859,ROM/0465/Meitantei Holmes - Kiri no London Satsujin Jiken (J).nes,Meitantei Holmes - Kiri no London Satsujin Jiken (J).nes,nes,262160
860,ROM/0466/Deep Dungeon III (J) [!].nes,Deep Dungeon III (J) [!].nes,nes,262160
861,ROM/0467/Kamen no Ninja - Akakage (J) [!].nes,Kamen no Ninja - Akakage (J) [!].nes,nes,131088
862,ROM/0468/Ninja-kun - Ashura no Shou (J).nes,Ninja-kun - Ashura no Shou (J).nes,nes,131088
863,ROM/0469/Shogun (J) [!].nes,Shogun (J) [!].nes,nes,131088
864,ROM/0470/Princess Tomato in Salad Kingdom (U) [!].nes,Princess Tomato in Salad Kingdom (U) [!].nes,nes,262160
865,ROM/0470/Salad no Kuni no Tomato Hime (J) [!].nes,Salad no Kuni no Tomato Hime (J) [!].nes,nes,262160
866,ROM/0471/Namco Classic (J) [!].nes,Namco Classic (J) [!].nes,nes,524304
867,ROM/0472/Saint Seiya - Ougon Densetsu Kanketsu Hen (J) [!].nes,Saint Seiya - Ougon Densetsu Kanketsu Hen (J) [!].nes,nes,262160
868,ROM/0473/Cosmo Police Galivan (J).nes,Cosmo Police Galivan (J).nes,nes,262160
869,ROM/0474/Famicom Tantei Club (J).fds,Famicom Tantei Club (J).fds,fds,262016
870,ROM/0475/Blaster Master (E) [!].nes,Blaster Master (E) [!].nes,nes,262160
871,ROM/0475/Blaster Master (U) (Evercade).nes,Blaster Master (U) (Evercade).nes,nes,262160
872,ROM/0475/Blaster Master (U) [!].nes,Blaster Master (U) [!].nes,nes,262160
873,ROM/0475/Chou-Wakusei Senki (J) [!].nes,Chou-Wakusei Senki (J) [!].nes,nes,262160
874,ROM/0476/Fire Rock (J).fds,Fire Rock (J).fds,fds,131016
875,ROM/0477/Risa no Yousei Densetsu (J).fds,Risa no Yousei Densetsu (J).fds,fds,131016
876,ROM/0478/Youkai Douchuuki (J) [!].nes,Youkai Douchuuki (J) [!].nes,nes,262160
877,ROM/0479/Sanada Juu Yuushi (J) [!].nes,Sanada Juu Yuushi (J) [!].nes,nes,262160
878,ROM/0480/Kyuukyoku Harikiri Stadium (J) [!].nes,Kyuukyoku Harikiri Stadium (J) [!].nes,nes,262160
879,ROM/0481/Moonball Magic (J).fds,Moonball Magic (J).fds,fds,131016
880,ROM/0482/Akuu Senki Raijin (J).fds,Akuu Senki Raijin (J).fds,fds,131016
881,ROM/0483/Super Black Onyx (J) [!].nes,Super Black Onyx (J) [!].nes,nes,262160
882,ROM/0484/Densetsu no Kishi - Elrond (J) [!].nes,Densetsu no Kishi - Elrond (J) [!].nes,nes,131088
883,ROM/0484/Wizards & Warriors (E) [!].nes,Wizards & Warriors (E) [!].nes,nes,131088
884,ROM/0484/Wizards & Warriors (U) (PRG0) [!].nes,Wizards & Warriors (U) (PRG0) [!].nes,nes,131088
885,ROM/0484/Wizards & Warriors (U) (PRG1) [!].nes,Wizards & Warriors (U) (PRG1) [!].nes,nes,131088
886,ROM/0485/Jarinko Chie (J) [!].nes,Jarinko Chie (J) [!].nes,nes,393232
887,ROM/0486/Best Play Pro Yakyuu (J) (PRG0) [!].nes,Best Play Pro Yakyuu (J) (PRG0) [!].nes,nes,163856
888,ROM/0486/Best Play Pro Yakyuu (J) (PRG1) [!].nes,Best Play Pro Yakyuu (J) (PRG1) [!].nes,nes,163856
889,ROM/0487/Donkey Kong Jr. (J) [!].nes,Donkey Kong Jr. (J) [!].nes,nes,24592
890,ROM/0487/Donkey Kong Jr. (J).fds,Donkey Kong Jr. (J).fds,fds,65516
891,ROM/0487/Donkey Kong Jr. (W) [!].nes,Donkey Kong Jr. (W) [!].nes,nes,24592
892,ROM/0488/Mr. Gold - Kinsan in the Space (J).fds,Mr. Gold - Kinsan in the Space (J).fds,fds,131016
893,ROM/0489/Bionic Commando (E) [!].nes,Bionic Commando (E) [!].nes,nes,262160
894,ROM/0489/Bionic Commando (U) [!].nes,Bionic Commando (U) [!].nes,nes,262160
895,ROM/0489/Hitler no Fukkatsu (J) [!].nes,Hitler no Fukkatsu (J) [!].nes,nes,262160
896,ROM/0490/Maison Ikkoku (J) [!].nes,Maison Ikkoku (J) [!].nes,nes,262160
897,ROM/0491/Karate Champ (J).fds,Karate Champ (J).fds,fds,131016
898,ROM/0491/Karate Champ (U) (Evercade).nes,Karate Champ (U) (Evercade).nes,nes,65552
899,ROM/0491/Karate Champ (U) (PRG0) [!].nes,Karate Champ (U) (PRG0) [!].nes,nes,65552
900,ROM/0491/Karate Champ (U) (PRG1) [!].nes,Karate Champ (U) (PRG1) [!].nes,nes,65552
901,ROM/0492/Blades of Steel (E) [!].nes,Blades of Steel (E) [!].nes,nes,131088
902,ROM/0492/Blades of Steel (U) [!].nes,Blades of Steel (U) [!].nes,nes,131088
903,ROM/0492/Konami Ice Hockey (J).fds,Konami Ice Hockey (J).fds,fds,131016
904,ROM/0493/The Quest of Ki (J) [!].nes,The Quest of Ki (J) [!].nes,nes,196624
905,ROM/0494/Kakefu-kun no Jump Tengoku (J) [!].nes,Kakefu-kun no Jump Tengoku (J) [!].nes,nes,131088
906,ROM/0494/Kid Kool (U) [!].nes,Kid Kool (U) [!].nes,nes,131088
907,ROM/0495/Rainbow Islands (J) [!].nes,Rainbow Islands (J) [!].nes,nes,131088
908,ROM/0495/Rainbow Islands (U) [!].nes,Rainbow Islands (U) [!].nes,nes,131088
909,ROM/0496/Nekketsu Koukou Dodgeball-bu (J) [!].nes,Nekketsu Koukou Dodgeball-bu (J) [!].nes,nes,262160
910,ROM/0496/Super Dodge Ball (U) (Evercade).nes,Super Dodge Ball (U) (Evercade).nes,nes,262160
911,ROM/0496/Super Dodge Ball (U) [!].nes,Super Dodge Ball (U) [!].nes,nes,262160
912,ROM/0497/Radical Bomber!! Jirai-kun (J).fds,Radical Bomber!! Jirai-kun (J).fds,fds,131016
913,ROM/0498/Great Tank (J) [!].nes,Great Tank (J) [!].nes,nes,262160
914,ROM/0498/Iron Tank (E) [!].nes,Iron Tank (E) [!].nes,nes,262160
915,ROM/0498/Iron Tank (U) [!].nes,Iron Tank (U) [!].nes,nes,262160
916,ROM/0499/Flying Warriors (U) [!].nes,Flying Warriors (U) [!].nes,nes,262160
917,ROM/0499/Hiryuu no Ken II (J) [!].nes,Hiryuu no Ken II (J) [!].nes,nes,262160
918,ROM/0500/Sangokushi - Chuugen no Hasha (J) [!].nes,Sangokushi - Chuugen no Hasha (J) [!].nes,nes,262160
919,ROM/0501/Super Real Baseball '88 (J) [!].nes,Super Real Baseball '88 (J) [!].nes,nes,262160
920,ROM/0502/Taiyou no Shinden (J) [!].nes,Taiyou no Shinden (J) [!].nes,nes,262160
921,ROM/0502/Tombs and Treasure (U) [!].nes,Tombs and Treasure (U) [!].nes,nes,262160
922,ROM/0503/Bakutoushi Patton-kun (J).fds,Bakutoushi Patton-kun (J).fds,fds,131016
923,ROM/0504/Eggerland - Meikyuu no Fukkatsu (J) [!].nes,Eggerland - Meikyuu no Fukkatsu (J) [!].nes,nes,163856
924,ROM/0505/Tanigawa Kouji no Shougi Shinan II - Tsume Shougi (J).fds,Tanigawa Kouji no Shougi Shinan II - Tsume Shougi (J).fds,fds,131016
925,ROM/0506/Big Challenge! Juudou Senshuken (J).fds,Big Challenge! Juudou Senshuken (J).fds,fds,131016
926,ROM/0507/Silviana (J).fds,Silviana (J).fds,fds,131016
927,ROM/0508/Tatakae!! Rahmen Man (J) [!].nes,Tatakae!! Rahmen Man (J) [!].nes,nes,262160
928,ROM/0509/Bases Loaded II (U) [!].nes,Bases Loaded II (U) [!].nes,nes,393232
929,ROM/0509/Moero!! Pro Yakyuu '88 - Ketteiban (J) [!].nes,Moero!! Pro Yakyuu '88 - Ketteiban (J) [!].nes,nes,393232
930,ROM/0510/The Money Game (J) [!].nes,The Money Game (J) [!].nes,nes,163856
931,ROM/0511/Mito Koumon II (J) [!].nes,Mito Koumon II (J) [!].nes,nes,262160
932,ROM/0512/Final Lap (J) [!].nes,Final Lap (J) [!].nes,nes,262160
933,ROM/0513/Famicom Wars (J) [!].nes,Famicom Wars (J) [!].nes,nes,196624
934,ROM/0514/Mad City (J) [!].nes,Mad City (J) [!].nes,nes,262160
935,ROM/0514/The Adventures of Bayou Billy (E) [!].nes,The Adventures of Bayou Billy (E) [!].nes,nes,262160
936,ROM/0514/The Adventures of Bayou Billy (U) [!].nes,The Adventures of Bayou Billy (U) [!].nes,nes,262160
937,ROM/0515/Soccer League - Winner's Cup (J) [!].nes,Soccer League - Winner's Cup (J) [!].nes,nes,262160
938,ROM/0516/Dragon Ball - Daimaou Fukkatsu (J) [!].nes,Dragon Ball - Daimaou Fukkatsu (J) [!].nes,nes,262160
939,ROM/0517/Konami Tennis (J).fds,Konami Tennis (J).fds,fds,131016
940,ROM/0518/Hototogisu (J) [!].nes,Hototogisu (J) [!].nes,nes,262160
941,ROM/0519/Eggerland - Souzouhe no Tabidachi (J).fds,Eggerland - Souzouhe no Tabidachi (J).fds,fds,131016
942,ROM/0520/Super Pinball (J).nes,Super Pinball (J).nes,nes,131088
943,ROM/0520/Super Sushi Pinball (U) (Proto).nes,Super Sushi Pinball (U) (Proto).nes,nes,131088
944,ROM/0521/Super Dyna'mix Badminton (J).nes,Super Dyna'mix Badminton (J).nes,nes,40976
945,ROM/0522/Ys (J) [!].nes,Ys (J) [!].nes,nes,262160
946,ROM/0523/Kame no Ongaeshi (J) [!].nes,Kame no Ongaeshi (J) [!].nes,nes,262160
947,ROM/0523/Xexyz (U) [!].nes,Xexyz (U) [!].nes,nes,262160
948,ROM/0524/Matou no Houkai - The Hero of Babel (J).fds,Matou no Houkai - The Hero of Babel (J).fds,fds,131016
949,ROM/0525/Famicom Meijin Sen (J) (PRG0) [!].nes,Famicom Meijin Sen (J) (PRG0) [!].nes,nes,262160
950,ROM/0525/Famicom Meijin Sen (J) (PRG1).nes,Famicom Meijin Sen (J) (PRG1).nes,nes,262160
951,ROM/0526/Kick and Run (J).fds,Kick and Run (J).fds,fds,131016
952,ROM/0527/Maniac Mansion (E).nes,Maniac Mansion (E).nes,nes,262160
953,ROM/0527/Maniac Mansion (F) [!].nes,Maniac Mansion (F) [!].nes,nes,262160
954,ROM/0527/Maniac Mansion (G) [!].nes,Maniac Mansion (G) [!].nes,nes,262160
955,ROM/0527/Maniac Mansion (Ita) [!].nes,Maniac Mansion (Ita) [!].nes,nes,262160
956,ROM/0527/Maniac Mansion (J) [!].nes,Maniac Mansion (J) [!].nes,nes,262160
957,ROM/0527/Maniac Mansion (Spa) [!].nes,Maniac Mansion (Spa) [!].nes,nes,262160
958,ROM/0527/Maniac Mansion (Swe) [!].nes,Maniac Mansion (Swe) [!].nes,nes,262160
959,ROM/0527/Maniac Mansion (U) [!].nes,Maniac Mansion (U) [!].nes,nes,262160
960,ROM/0528/Konamic Sports in Seoul (J) [!].nes,Konamic Sports in Seoul (J) [!].nes,nes,262160
961,ROM/0528/Track & Field II (E) [!].nes,Track & Field II (E) [!].nes,nes,262160
962,ROM/0528/Track & Field II (U) (PRG0) [!].nes,Track & Field II (U) (PRG0) [!].nes,nes,262160
963,ROM/0528/Track & Field II (U) (PRG1) [!].nes,Track & Field II (U) (PRG1) [!].nes,nes,262160
964,ROM/0529/Phantom Fighter (U) [!].nes,Phantom Fighter (U) [!].nes,nes,262160
965,ROM/0529/Reigen Doushi (J) [!].nes,Reigen Doushi (J) [!].nes,nes,262160
966,ROM/0530/Kujaku Ou (J) [!].nes,Kujaku Ou (J) [!].nes,nes,262160
967,ROM/0531/Donald Duck (J) [!].nes,Donald Duck (J) [!].nes,nes,262160
968,ROM/0531/Snoopy's Silly Sports Spectacular! (U) [!].nes,Snoopy's Silly Sports Spectacular! (U) [!].nes,nes,262160
969,ROM/0532/BurgerTime (J) [!].nes,BurgerTime (J) [!].nes,nes,24592
970,ROM/0532/BurgerTime (J).fds,BurgerTime (J).fds,fds,65516
971,ROM/0532/BurgerTime (U) (Evercade).nes,BurgerTime (U) (Evercade).nes,nes,24592
972,ROM/0532/BurgerTime (U) [!].nes,BurgerTime (U) [!].nes,nes,24592
973,ROM/0533/Erika to Satoru no Yume Bouken (J) [!].nes,Erika to Satoru no Yume Bouken (J) [!].nes,nes,262160
974,ROM/0534/8 Eye's (J) [!].nes,8 Eye's (J) [!].nes,nes,262160
975,ROM/0534/8 Eye's (U) [!].nes,8 Eye's (U) [!].nes,nes,262160
976,ROM/0534/8 Eye's (W) (AM).nes,8 Eye's (W) (AM).nes,nes,262160
977,ROM/0535/Knight Rider (E) [!].nes,Knight Rider (E) [!].nes,nes,196624
978,ROM/0535/Knight Rider (J).nes,Knight Rider (J).nes,nes,196624
979,ROM/0535/Knight Rider (U) [!].nes,Knight Rider (U) [!].nes,nes,196624
980,ROM/0536/Vegas Dream (U) [!].nes,Vegas Dream (U) [!].nes,nes,262160
981,ROM/0536/Viva! Las Vegas (J) [!].nes,Viva! Las Vegas (J) [!].nes,nes,262160
982,ROM/0537/Pachicom (J) [!].nes,Pachicom (J) [!].nes,nes,40976
983,ROM/0537/Pachicom (J).fds,Pachicom (J).fds,fds,65516
984,ROM/0538/Best Play Pro Yakyuu (J) (PRG0) [!].nes,Best Play Pro Yakyuu (J) (PRG0) [!].nes,nes,163856
985,ROM/0538/Best Play Pro Yakyuu (J) (PRG1) [!].nes,Best Play Pro Yakyuu (J) (PRG1) [!].nes,nes,163856
986,ROM/0539/Daisenryaku (J) [!].nes,Daisenryaku (J) [!].nes,nes,163856
987,ROM/0540/The Black Bass II (J).nes,The Black Bass II (J).nes,nes,131088
988,ROM/0540/The Black Bass USA (U) [!].nes,The Black Bass USA (U) [!].nes,nes,131088
989,ROM/0541/Dandy (J).fds,Dandy (J).fds,fds,131016
990,ROM/0542/Big Challenge! Dogfight Spirit (J).fds,Big Challenge! Dogfight Spirit (J).fds,fds,131016
991,ROM/0543/Genpei Toumaden (J) [!].nes,Genpei Toumaden (J) [!].nes,nes,196624
992,ROM/0544/Cobra Command (J) [!].nes,Cobra Command (J) [!].nes,nes,262160
993,ROM/0544/Cobra Command (U) [!].nes,Cobra Command (U) [!].nes,nes,262160
994,ROM/0545/Ultraman Club - Chikyuu Dakkan Sakusen (J) (PRG0).fds,Ultraman Club - Chikyuu Dakkan Sakusen (J) (PRG0).fds,fds,131016
995,ROM/0545/Ultraman Club - Chikyuu Dakkan Sakusen (J) (PRG1).fds,Ultraman Club - Chikyuu Dakkan Sakusen (J) (PRG1).fds,fds,131016
996,ROM/0546/Super Mario Bros. 3 (E) [!].nes,Super Mario Bros. 3 (E) [!].nes,nes,393232
997,ROM/0546/Super Mario Bros. 3 (J) (PRG0).nes,Super Mario Bros. 3 (J) (PRG0).nes,nes,393232
998,ROM/0546/Super Mario Bros. 3 (J) (PRG1) [!].nes,Super Mario Bros. 3 (J) (PRG1) [!].nes,nes,393232
999,ROM/0546/Super Mario Bros. 3 (U) (PRG0) [!].nes,Super Mario Bros. 3 (U) (PRG0) [!].nes,nes,393232
1000,ROM/0546/Super Mario Bros. 3 (U) (PRG1) [!].nes,Super Mario Bros. 3 (U) (PRG1) [!].nes,nes,393232
1001,ROM/0547/Yuu Maze (J).fds,Yuu Maze (J).fds,fds,131016
1002,ROM/0548/America Daitouryou Senkyo (J) [!].nes,America Daitouryou Senkyo (J) [!].nes,nes,262160
1003,ROM/0549/Romance of the Three Kingdoms (U) [!].nes,Romance of the Three Kingdoms (U) [!].nes,nes,262160
1004,ROM/0549/Sangokushi (J) (PRG0) [!].nes,Sangokushi (J) (PRG0) [!].nes,nes,262160
1005,ROM/0549/Sangokushi (J) (PRG1).nes,Sangokushi (J) (PRG1).nes,nes,262160
1006,ROM/0550/Touhou Kenbun Roku (J) [!].nes,Touhou Kenbun Roku (J) [!].nes,nes,262160
1007,ROM/0551/Touch Down Fever (J) [!].nes,Touch Down Fever (J) [!].nes,nes,163856
1008,ROM/0551/Touch Down Fever (U) [!].nes,Touch Down Fever (U) [!].nes,nes,163856
1009,ROM/0552/Saiyuuki World (J) [!].nes,Saiyuuki World (J) [!].nes,nes,131088
1010,ROM/0553/Gambler Jiko Chuushinha (J) [!].nes,Gambler Jiko Chuushinha (J) [!].nes,nes,262160
1011,ROM/0554/Samurai Sword (J).fds,Samurai Sword (J).fds,fds,131016
1012,ROM/0555/Family Quiz (J) [!].nes,Family Quiz (J) [!].nes,nes,131088
1013,ROM/0556/Ice Climber (J) [!].nes,Ice Climber (J) [!].nes,nes,24592
1014,ROM/0556/Ice Climber (J).fds,Ice Climber (J).fds,fds,65516
1015,ROM/0556/Ice Climber (UE) [!].nes,Ice Climber (UE) [!].nes,nes,24592
1016,ROM/0557/Gyruss (J).fds,Gyruss (J).fds,fds,131016
1017,ROM/0557/Gyruss (U) [!].nes,Gyruss (U) [!].nes,nes,65552
1018,ROM/0558/Pachinko Grand Prix (J).fds,Pachinko Grand Prix (J).fds,fds,131016
1019,ROM/0559/Kaijuu Monogatari (J) [!].nes,Kaijuu Monogatari (J) [!].nes,nes,262160
1020,ROM/0560/Hoops (E) [!].nes,Hoops (E) [!].nes,nes,262160
1021,ROM/0560/Hoops (U) [!].nes,Hoops (U) [!].nes,nes,262160
1022,ROM/0560/Moero!! Junior Basket (J) [!].nes,Moero!! Junior Basket (J) [!].nes,nes,262160
1023,ROM/0561/Deja Vu (J) [!].nes,Deja Vu (J) [!].nes,nes,393232
1024,ROM/0561/Deja Vu (Swe) [!].nes,Deja Vu (Swe) [!].nes,nes,393232
1025,ROM/0561/Deja Vu (U) [!].nes,Deja Vu (U) [!].nes,nes,393232
1026,ROM/0562/Family Mahjong II (J) [!].nes,Family Mahjong II (J) [!].nes,nes,196624
1027,ROM/0563/Takeshi no Sengoku Fuuunji (J) [!].nes,Takeshi no Sengoku Fuuunji (J) [!].nes,nes,262160
1028,ROM/0564/Jaaman Tanteidan - Matonarikumi (J).fds,Jaaman Tanteidan - Matonarikumi (J).fds,fds,131016
1029,ROM/0565/Chuugoku Senseijutsu (J) [!].nes,Chuugoku Senseijutsu (J) [!].nes,nes,131088
1030,ROM/0566/Kaettekita Mario Bros. (J).fds,Kaettekita Mario Bros. (J).fds,fds,131016
1031,ROM/0567/Alien Syndrome (J).nes,Alien Syndrome (J).nes,nes,262160
1032,ROM/0567/Alien Syndrome (U) [!].nes,Alien Syndrome (U) [!].nes,nes,262160
1033,ROM/0568/Amagon (U) [!].nes,Amagon (U) [!].nes,nes,131088
1034,ROM/0568/Totsuzen! Machoman (J).nes,Totsuzen! Machoman (J).nes,nes,131088
1035,ROM/0569/Momotarou Dentetsu (J) [!].nes,Momotarou Dentetsu (J) [!].nes,nes,262160
1036,ROM/0570/Hanjuku Hero (J) [!].nes,Hanjuku Hero (J) [!].nes,nes,131088
1037,ROM/0571/Vs. Excitebike (J).fds,Vs. Excitebike (J).fds,fds,131016
1038,ROM/0572/Nankin no Adobenchia (J).fds,Nankin no Adobenchia (J).fds,fds,131016
1039,ROM/0573/Tantei Jinguuji Saburou - Kiken na Futari (J).fds,Tantei Jinguuji Saburou - Kiken na Futari (J).fds,fds,262016
1040,ROM/0574/Ninja Gaiden (U) [!].nes,Ninja Gaiden (U) [!].nes,nes,262160
1041,ROM/0574/Ninja Ryuukenden (J) [!].nes,Ninja Ryuukenden (J) [!].nes,nes,262160
1042,ROM/0574/Shadow Warriors (E) [!].nes,Shadow Warriors (E) [!].nes,nes,262160
1043,ROM/0575/Godzilla (J) [!].nes,Godzilla (J) [!].nes,nes,262160
1044,ROM/0575/Godzilla - Monster of Monsters! (E).nes,Godzilla - Monster of Monsters! (E).nes,nes,262160
1045,ROM/0575/Godzilla - Monster of Monsters! (U) [!].nes,Godzilla - Monster of Monsters! (U) [!].nes,nes,262160
1046,ROM/0576/King of Kings (J) [!].nes,King of Kings (J) [!].nes,nes,262160
1047,ROM/0577/Michael Andretti's World GP (U) [!].nes,Michael Andretti's World GP (U) [!].nes,nes,262160
1048,ROM/0577/Nakajima Satoru - F-1 Hero (J) [!].nes,Nakajima Satoru - F-1 Hero (J) [!].nes,nes,262160
1049,ROM/0578/'89 Dennou Kyuusei Uranai (J) [!].nes,'89 Dennou Kyuusei Uranai (J) [!].nes,nes,262160
1050,ROM/0579/Fighting Road (J) [!].nes,Fighting Road (J) [!].nes,nes,262160
1051,ROM/0580/Captain Silver (J) [!].nes,Captain Silver (J) [!].nes,nes,262160
1052,ROM/0581/Kyuukyoku Harikiri Stadium - '88 Senshuu Shin Data Version (J) [!].nes,Kyuukyoku Harikiri Stadium - '88 Senshuu Shin Data Version (J) [!].nes,nes,262160
1053,ROM/0582/The Triathron (J) [!].nes,The Triathron (J) [!].nes,nes,262160
1054,ROM/0583/Kaguya Hime Densetsu (J) [!].nes,Kaguya Hime Densetsu (J) [!].nes,nes,262160
1055,ROM/0584/Gradius II (J) [!].nes,Gradius II (J) [!].nes,nes,262160
1056,ROM/0585/Cycle Race Roadman (J) [!].nes,Cycle Race Roadman (J) [!].nes,nes,262160
1057,ROM/0586/Final Fantasy II (J) [!].nes,Final Fantasy II (J) [!].nes,nes,262160
1058,ROM/0586/Final Fantasy II (U) (Proto).nes,Final Fantasy II (U) (Proto).nes,nes,262160
1059,ROM/0587/Top Rider (J) [!].nes,Top Rider (J) [!].nes,nes,163856
1060,ROM/0588/Family Trainer 9 - Fuuun Takeshi-jou 2 (J) [!].nes,Family Trainer 9 - Fuuun Takeshi-jou 2 (J) [!].nes,nes,163856
1061,ROM/0589/Pro Yakyuu - Family Stadium '88 (J) [!].nes,Pro Yakyuu - Family Stadium '88 (J) [!].nes,nes,196624
1062,ROM/0590/Fantasy Zone II (J) [!].nes,Fantasy Zone II (J) [!].nes,nes,262160
1063,ROM/0591/Rollerball (A) [!].nes,Rollerball (A) [!].nes,nes,163856
1064,ROM/0591/Rollerball (J) [!].nes,Rollerball (J) [!].nes,nes,163856
1065,ROM/0591/Rollerball (U) [!].nes,Rollerball (U) [!].nes,nes,163856
1066,ROM/0592/Ginga Eiyuu Densetsu (J) [!].nes,Ginga Eiyuu Densetsu (J) [!].nes,nes,262160
1067,ROM/0593/Tetris (BPS) (J) (PRG0).fds,Tetris (BPS) (J) (PRG0).fds,fds,131016
1068,ROM/0593/Tetris (BPS) (J) (PRG0).nes,Tetris (BPS) (J) (PRG0).nes,nes,49168
1069,ROM/0593/Tetris (BPS) (J) (PRG1) [!].nes,Tetris (BPS) (J) (PRG1) [!].nes,nes,49168
1070,ROM/0593/Tetris (BPS) (J) (PRG2) [!].nes,Tetris (BPS) (J) (PRG2) [!].nes,nes,49168
1071,ROM/0594/Tarot (J).fds,Tarot (J).fds,fds,131016
1072,ROM/0595/Goal! (E) [!].nes,Goal! (E) [!].nes,nes,393232
1073,ROM/0595/Goal! (U) [!].nes,Goal! (U) [!].nes,nes,393232
1074,ROM/0595/Moero!! Pro Soccer (J).nes,Moero!! Pro Soccer (J).nes,nes,393232
1075,ROM/0596/Megaman II (E) [!].nes,Megaman II (E) [!].nes,nes,262160
1076,ROM/0596/Megaman II (U) [!].nes,Megaman II (U) [!].nes,nes,262160
1077,ROM/0596/Megaman II (W) (MMLC).nes,Megaman II (W) (MMLC).nes,nes,262160
1078,ROM/0596/Rockman 2 - Dr. Wily no Nazo (J) [!].nes,Rockman 2 - Dr. Wily no Nazo (J) [!].nes,nes,262160
1079,ROM/0597/Airwolf (J) [!].nes,Airwolf (J) [!].nes,nes,262160
1080,ROM/0598/Pro Yakyuu Satsujin Jiken! (J) [!].nes,Pro Yakyuu Satsujin Jiken! (J) [!].nes,nes,262160
1081,ROM/0599/Shoukoushi Ceddie (J) [!].nes,Shoukoushi Ceddie (J) [!].nes,nes,262160
1082,ROM/0600/Akira (J) [!].nes,Akira (J) [!].nes,nes,393232
1083,ROM/0601/Guerrilla War (E) [!].nes,Guerrilla War (E) [!].nes,nes,262160
1084,ROM/0601/Guerrilla War (U) [!].nes,Guerrilla War (U) [!].nes,nes,262160
1085,ROM/0601/Guevara (J) [!].nes,Guevara (J) [!].nes,nes,262160
1086,ROM/0602/Ganbare Goemon 2 (J) [!].nes,Ganbare Goemon 2 (J) [!].nes,nes,262160
1087,ROM/0603/Space Harrier (J) [!].nes,Space Harrier (J) [!].nes,nes,131088
1088,ROM/0604/100 Man Dollar Kid (J).nes,100 Man Dollar Kid (J).nes,nes,262160
1089,ROM/0604/Casino Kid (U) [!].nes,Casino Kid (U) [!].nes,nes,131088
1090,ROM/0605/Halley Wars (J).fds,Halley Wars (J).fds,fds,131016
1091,ROM/0606/Satomi Hakkenden (J) [!].nes,Satomi Hakkenden (J) [!].nes,nes,262160
1092,ROM/0607/Nishimura Kyoutarou Mystery - Blue Train Satsujin Jiken (J) [!].nes,Nishimura Kyoutarou Mystery - Blue Train Satsujin Jiken (J) [!].nes,nes,393232
1093,ROM/0608/Patlabor (J).fds,Patlabor (J).fds,fds,131016
1094,ROM/0609/Family Trainer 10 - Amida Daibouken (J).nes,Family Trainer 10 - Amida Daibouken (J).nes,nes,65552
1095,ROM/0610/Motocross Champion (J) [!].nes,Motocross Champion (J) [!].nes,nes,262160
1096,ROM/0611/Clash at Demonhead (U) [!].nes,Clash at Demonhead (U) [!].nes,nes,262160
1097,ROM/0611/Dengeki Big Bang! (J) [!].nes,Dengeki Big Bang! (J) [!].nes,nes,262160
1098,ROM/0612/Zoids 2 (J) [!].nes,Zoids 2 (J) [!].nes,nes,262160
1099,ROM/0613/Pachio-kun 2 (J) [!].nes,Pachio-kun 2 (J) [!].nes,nes,262160
